#Top: top_wrapper   Floorplan: impl_1   Part: xc7a200tlffg1156-2L
#Generated by: berkb   on: Fri Aug 23 12:15:25 2024
#Build: Vivado v2020.1   by: xbuild   on: Wed May 27 19:54:35 MDT 2020
#Package Version: FINAL 2012-08-07
#Package Pin Delay Version: VERS. 2.0 2012-08-07

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Voh,DC_BIAS,Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
32,AM4,IOB_X1Y29,IO_L10N_T1_32,153.727,155.272,,,IO_I[7],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AL5,IOB_X1Y28,IO_L11P_T1_SRCC_32,137.508,138.890,,,IO_I[6],IN,,,LVCMOS18,,,,,,,,,,,,,,,
34,Y11,IOB_X1Y149,IO_0_34,104.846,105.900,,,IO_I[5],IN,,,LVCMOS18,,,,,,,,,,,,,,,
33,AH2,IOB_X1Y94,IO_L3P_T0_DQS_33,164.848,166.504,,,IO_I[4],IN,,,LVCMOS18,,,,,,,,,,,,,,,
33,AJ1,IOB_X1Y93,IO_L3N_T0_DQS_33,165.729,167.395,,,IO_I[3],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AM5,IOB_X1Y27,IO_L11N_T1_SRCC_32,141.677,143.101,,,IO_I[2],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AJ6,IOB_X1Y26,IO_L12P_T1_MRCC_32,132.139,133.467,,,IO_I[1],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AK6,IOB_X1Y25,IO_L12N_T1_MRCC_32,134.115,135.463,,,IO_I[0],IN,,,LVCMOS18,,,,,,,,,,,,,,,
36,K12,IOB_X1Y247,IO_L1N_T0_36,62.787,63.418,,,IO_O[7],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
36,G10,IOB_X1Y246,IO_L2P_T0_36,86.090,86.956,,,IO_O[6],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
36,G9,IOB_X1Y245,IO_L2N_T0_36,96.197,97.164,,,IO_O[5],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
36,K11,IOB_X1Y244,IO_L3P_T0_DQS_36,62.676,63.306,,,IO_O[4],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
36,J11,IOB_X1Y243,IO_L3N_T0_DQS_36,63.333,63.970,,,IO_O[3],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
36,H11,IOB_X1Y242,IO_L4P_T0_36,67.081,67.756,,,IO_O[2],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
36,G11,IOB_X1Y241,IO_L4N_T0_36,79.476,80.275,,,IO_O[1],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
36,L10,IOB_X1Y240,IO_L5P_T0_36,62.045,62.669,,,IO_O[0],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,W9,IOB_X1Y144,IO_L3P_T0_DQS_34,73.840,74.582,,,buf_rd_address[39],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,W8,IOB_X1Y143,IO_L3N_T0_DQS_34,75.809,76.571,,,buf_rd_address[38],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,V7,IOB_X1Y142,IO_L4P_T0_34,77.454,78.233,,,buf_rd_address[37],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
35,T9,IOB_X1Y151,IO_L24N_T3_35,57.519,58.098,,,buf_rd_address[36],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
35,U11,IOB_X1Y150,IO_25_35,53.834,54.375,,,buf_rd_address[35],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,V6,IOB_X1Y141,IO_L4N_T0_34,88.278,89.166,,,buf_rd_address[34],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,Y8,IOB_X1Y140,IO_L5P_T0_34,76.261,77.028,,,buf_rd_address[33],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,Y7,IOB_X1Y139,IO_L5N_T0_34,86.678,87.549,,,buf_rd_address[32],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,W6,IOB_X1Y138,IO_L6P_T0_34,86.076,86.941,,,buf_rd_address[31],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,Y6,IOB_X1Y137,IO_L6N_T0_VREF_34,93.569,94.509,,,buf_rd_address[30],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,W1,IOB_X1Y136,IO_L7P_T1_34,137.821,139.207,,,buf_rd_address[29],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,Y1,IOB_X1Y135,IO_L7N_T1_34,149.934,151.440,,,buf_rd_address[28],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,V2,IOB_X1Y134,IO_L8P_T1_34,123.153,124.391,,,buf_rd_address[27],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,V1,IOB_X1Y133,IO_L8N_T1_34,135.109,136.467,,,buf_rd_address[26],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,Y3,IOB_X1Y132,IO_L9P_T1_DQS_34,139.662,141.066,,,buf_rd_address[25],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,Y2,IOB_X1Y131,IO_L9N_T1_DQS_34,142.096,143.524,,,buf_rd_address[24],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,V3,IOB_X1Y130,IO_L10P_T1_34,118.418,119.608,,,buf_rd_address[23],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,W3,IOB_X1Y129,IO_L10N_T1_34,118.509,119.701,,,buf_rd_address[22],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,W4,IOB_X1Y127,IO_L11N_T1_SRCC_34,119.233,120.431,,,buf_rd_address[21],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,W5,IOB_X1Y126,IO_L12P_T1_MRCC_34,118.064,119.250,,,buf_rd_address[20],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,Y5,IOB_X1Y125,IO_L12N_T1_MRCC_34,117.886,119.070,,,buf_rd_address[19],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA5,IOB_X1Y124,IO_L13P_T2_MRCC_34,102.026,103.052,,,buf_rd_address[18],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA4,IOB_X1Y123,IO_L13N_T2_MRCC_34,105.415,106.475,,,buf_rd_address[17],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB5,IOB_X1Y122,IO_L14P_T2_SRCC_34,106.022,107.088,,,buf_rd_address[16],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB4,IOB_X1Y121,IO_L14N_T2_SRCC_34,109.939,111.043,,,buf_rd_address[15],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB2,IOB_X1Y120,IO_L15P_T2_DQS_34,128.048,129.334,,,buf_rd_address[14],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB1,IOB_X1Y119,IO_L15N_T2_DQS_34,131.343,132.663,,,buf_rd_address[13],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA3,IOB_X1Y118,IO_L16P_T2_34,130.454,131.766,,,buf_rd_address[12],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA2,IOB_X1Y117,IO_L16N_T2_34,128.804,130.098,,,buf_rd_address[11],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC2,IOB_X1Y116,IO_L17P_T2_34,129.316,130.616,,,buf_rd_address[10],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC1,IOB_X1Y115,IO_L17N_T2_34,134.479,135.831,,,buf_rd_address[9],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC4,IOB_X1Y114,IO_L18P_T2_34,114.364,115.514,,,buf_rd_address[8],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC3,IOB_X1Y113,IO_L18N_T2_34,119.844,121.048,,,buf_rd_address[7],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA8,IOB_X1Y112,IO_L19P_T3_34,78.650,79.441,,,buf_rd_address[6],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA7,IOB_X1Y111,IO_L19N_T3_VREF_34,80.343,81.151,,,buf_rd_address[5],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC7,IOB_X1Y110,IO_L20P_T3_34,95.291,96.249,,,buf_rd_address[4],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC6,IOB_X1Y109,IO_L20N_T3_34,98.415,99.404,,,buf_rd_address[3],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB7,IOB_X1Y108,IO_L21P_T3_DQS_34,91.142,92.059,,,buf_rd_address[2],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB6,IOB_X1Y107,IO_L21N_T3_DQS_34,92.701,93.632,,,buf_rd_address[1],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC9,IOB_X1Y106,IO_L22P_T3_34,93.133,94.069,,,buf_rd_address[0],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V24,IOB_X0Y149,IO_0_14,61.928,62.551,,,buf_rd_write_data[255],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V28,IOB_X0Y148,IO_L1P_T0_D00_MOSI_14,83.276,84.113,,,buf_rd_write_data[254],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V29,IOB_X0Y147,IO_L1N_T0_D01_DIN_14,94.503,95.453,,,buf_rd_write_data[253],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V26,IOB_X0Y146,IO_L2P_T0_D02_14,69.064,69.759,,,buf_rd_write_data[252],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V27,IOB_X0Y145,IO_L2N_T0_D03_14,75.200,75.956,,,buf_rd_write_data[251],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W26,IOB_X0Y144,IO_L3P_T0_DQS_PUDC_B_14,80.156,80.962,,,buf_rd_write_data[250],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y26,IOB_X0Y143,IO_L3N_T0_DQS_EMCCLK_14,81.516,82.335,,,buf_rd_write_data[249],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W28,IOB_X0Y142,IO_L4P_T0_D04_14,81.798,82.620,,,buf_rd_write_data[248],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W29,IOB_X0Y141,IO_L4N_T0_D05_14,92.171,93.098,,,buf_rd_write_data[247],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W25,IOB_X0Y140,IO_L5P_T0_D06_14,64.888,65.540,,,buf_rd_write_data[246],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y25,IOB_X0Y139,IO_L5N_T0_D07_14,81.961,82.785,,,buf_rd_write_data[245],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y27,IOB_X0Y138,IO_L6P_T0_FCS_B_14,86.816,87.688,,,buf_rd_write_data[244],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y28,IOB_X0Y137,IO_L6N_T0_D08_VREF_14,85.908,86.771,,,buf_rd_write_data[243],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V31,IOB_X0Y136,IO_L7P_T1_D09_14,105.554,106.614,,,buf_rd_write_data[242],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V32,IOB_X0Y135,IO_L7N_T1_D10_14,117.018,118.194,,,buf_rd_write_data[241],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W33,IOB_X0Y134,IO_L8P_T1_D11_14,120.213,121.421,,,buf_rd_write_data[240],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W34,IOB_X0Y133,IO_L8N_T1_D12_14,130.842,132.156,,,buf_rd_write_data[239],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V33,IOB_X0Y132,IO_L9P_T1_DQS_14,131.104,132.422,,,buf_rd_write_data[238],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,V34,IOB_X0Y131,IO_L9N_T1_DQS_D13_14,131.046,132.364,,,buf_rd_write_data[237],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y32,IOB_X0Y130,IO_L10P_T1_D14_14,112.994,114.130,,,buf_rd_write_data[236],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y33,IOB_X0Y129,IO_L10N_T1_D15_14,123.179,124.417,,,buf_rd_write_data[235],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W30,IOB_X0Y128,IO_L11P_T1_SRCC_14,104.945,105.999,,,buf_rd_write_data[234],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W31,IOB_X0Y127,IO_L11N_T1_SRCC_14,107.692,108.774,,,buf_rd_write_data[233],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y30,IOB_X0Y126,IO_L12P_T1_MRCC_14,104.834,105.888,,,buf_rd_write_data[232],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,Y31,IOB_X0Y125,IO_L12N_T1_MRCC_14,107.448,108.528,,,buf_rd_write_data[231],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA30,IOB_X0Y124,IO_L13P_T2_MRCC_14,105.833,106.897,,,buf_rd_write_data[230],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB30,IOB_X0Y123,IO_L13N_T2_MRCC_14,106.891,107.965,,,buf_rd_write_data[229],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB31,IOB_X0Y122,IO_L14P_T2_SRCC_14,112.701,113.833,,,buf_rd_write_data[228],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB32,IOB_X0Y121,IO_L14N_T2_SRCC_14,116.360,117.530,,,buf_rd_write_data[227],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AC33,IOB_X0Y120,IO_L15P_T2_DQS_RDWR_B_14,130.050,131.358,,,buf_rd_write_data[226],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AC34,IOB_X0Y119,IO_L15N_T2_DQS_DOUT_CSO_B_14,135.393,136.753,,,buf_rd_write_data[225],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA32,IOB_X0Y118,IO_L16P_T2_CSI_B_14,130.445,131.757,,,buf_rd_write_data[224],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA33,IOB_X0Y117,IO_L16N_T2_A15_D31_14,128.710,130.004,,,buf_rd_write_data[223],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AC31,IOB_X0Y116,IO_L17P_T2_A14_D30_14,115.573,116.735,,,buf_rd_write_data[222],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AC32,IOB_X0Y115,IO_L17N_T2_A13_D29_14,119.367,120.567,,,buf_rd_write_data[221],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA34,IOB_X0Y114,IO_L18P_T2_A12_D28_14,139.813,141.219,,,buf_rd_write_data[220],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB34,IOB_X0Y113,IO_L18N_T2_A11_D27_14,132.860,134.196,,,buf_rd_write_data[219],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AC28,IOB_X0Y112,IO_L19P_T3_A10_D26_14,97.031,98.006,,,buf_rd_write_data[218],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AC29,IOB_X0Y111,IO_L19N_T3_A09_D25_VREF_14,98.533,99.523,,,buf_rd_write_data[217],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA27,IOB_X0Y110,IO_L20P_T3_A08_D24_14,79.617,80.417,,,buf_rd_write_data[216],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA28,IOB_X0Y109,IO_L20N_T3_A07_D23_14,84.308,85.155,,,buf_rd_write_data[215],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB26,IOB_X0Y108,IO_L21P_T3_DQS_14,89.892,90.796,,,buf_rd_write_data[214],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB27,IOB_X0Y107,IO_L21N_T3_DQS_A06_D22_14,87.408,88.286,,,buf_rd_write_data[213],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA29,IOB_X0Y106,IO_L22P_T3_A05_D21_14,94.235,95.182,,,buf_rd_write_data[212],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB29,IOB_X0Y105,IO_L22N_T3_A04_D20_14,92.893,93.827,,,buf_rd_write_data[211],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA24,IOB_X0Y104,IO_L23P_T3_A03_D19_14,77.068,77.843,,,buf_rd_write_data[210],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AA25,IOB_X0Y103,IO_L23N_T3_A02_D18_14,74.693,75.443,,,buf_rd_write_data[209],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB24,IOB_X0Y102,IO_L24P_T3_A01_D17_14,84.433,85.282,,,buf_rd_write_data[208],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,AB25,IOB_X0Y101,IO_L24N_T3_A00_D16_14,77.499,78.278,,,buf_rd_write_data[207],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
14,W24,IOB_X0Y100,IO_25_14,44.870,45.321,,,buf_rd_write_data[206],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L23,IOB_X0Y249,IO_0_16,39.276,39.671,,,buf_rd_write_data[205],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,M24,IOB_X0Y248,IO_L1P_T0_16,61.528,62.146,,,buf_rd_write_data[204],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L24,IOB_X0Y247,IO_L1N_T0_16,60.827,61.438,,,buf_rd_write_data[203],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K23,IOB_X0Y246,IO_L2P_T0_16,60.629,61.238,,,buf_rd_write_data[202],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J23,IOB_X0Y245,IO_L2N_T0_16,60.297,60.903,,,buf_rd_write_data[201],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G24,IOB_X0Y244,IO_L3P_T0_DQS_16,91.456,92.375,,,buf_rd_write_data[200],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G25,IOB_X0Y243,IO_L3N_T0_DQS_16,95.109,96.065,,,buf_rd_write_data[199],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K25,IOB_X0Y242,IO_L4P_T0_16,63.507,64.145,,,buf_rd_write_data[198],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J25,IOB_X0Y241,IO_L4N_T0_16,68.153,68.838,,,buf_rd_write_data[197],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,M25,IOB_X0Y240,IO_L5P_T0_16,61.723,62.344,,,buf_rd_write_data[196],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L25,IOB_X0Y239,IO_L5N_T0_16,61.700,62.320,,,buf_rd_write_data[195],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J24,IOB_X0Y238,IO_L6P_T0_16,60.540,61.149,,,buf_rd_write_data[194],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H24,IOB_X0Y237,IO_L6N_T0_VREF_16,73.250,73.986,,,buf_rd_write_data[193],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H27,IOB_X0Y236,IO_L7P_T1_16,88.821,89.714,,,buf_rd_write_data[192],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G27,IOB_X0Y235,IO_L7N_T1_16,100.439,101.449,,,buf_rd_write_data[191],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H26,IOB_X0Y234,IO_L8P_T1_16,78.826,79.618,,,buf_rd_write_data[190],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G26,IOB_X0Y233,IO_L8N_T1_16,90.704,91.616,,,buf_rd_write_data[189],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L27,IOB_X0Y232,IO_L9P_T1_DQS_16,78.553,79.343,,,buf_rd_write_data[188],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K27,IOB_X0Y231,IO_L9N_T1_DQS_16,82.006,82.830,,,buf_rd_write_data[187],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K26,IOB_X0Y230,IO_L10P_T1_16,67.159,67.834,,,buf_rd_write_data[186],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J26,IOB_X0Y229,IO_L10N_T1_16,77.258,78.035,,,buf_rd_write_data[185],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L28,IOB_X0Y228,IO_L11P_T1_SRCC_16,89.010,89.905,,,buf_rd_write_data[184],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K28,IOB_X0Y227,IO_L11N_T1_SRCC_16,92.187,93.114,,,buf_rd_write_data[183],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J28,IOB_X0Y226,IO_L12P_T1_MRCC_16,92.680,93.611,,,buf_rd_write_data[182],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H28,IOB_X0Y225,IO_L12N_T1_MRCC_16,95.079,96.034,,,buf_rd_write_data[181],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J29,IOB_X0Y224,IO_L13P_T2_MRCC_16,97.281,98.258,,,buf_rd_write_data[180],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H29,IOB_X0Y223,IO_L13N_T2_MRCC_16,100.145,101.151,,,buf_rd_write_data[179],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K30,IOB_X0Y222,IO_L14P_T2_SRCC_16,107.096,108.172,,,buf_rd_write_data[178],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J30,IOB_X0Y221,IO_L14N_T2_SRCC_16,110.380,111.490,,,buf_rd_write_data[177],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G29,IOB_X0Y220,IO_L15P_T2_DQS_16,117.411,118.591,,,buf_rd_write_data[176],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G30,IOB_X0Y219,IO_L15N_T2_DQS_16,121.220,122.438,,,buf_rd_write_data[175],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K31,IOB_X0Y218,IO_L16P_T2_16,114.164,115.312,,,buf_rd_write_data[174],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J31,IOB_X0Y217,IO_L16N_T2_16,118.856,120.050,,,buf_rd_write_data[173],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H31,IOB_X0Y216,IO_L17P_T2_16,115.737,116.901,,,buf_rd_write_data[172],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G31,IOB_X0Y215,IO_L17N_T2_16,118.688,119.880,,,buf_rd_write_data[171],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L29,IOB_X0Y214,IO_L18P_T2_16,99.670,100.672,,,buf_rd_write_data[170],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L30,IOB_X0Y213,IO_L18N_T2_16,96.735,97.707,,,buf_rd_write_data[169],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H32,IOB_X0Y212,IO_L19P_T3_16,120.464,121.674,,,buf_rd_write_data[168],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G32,IOB_X0Y211,IO_L19N_T3_VREF_16,122.941,124.177,,,buf_rd_write_data[167],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K33,IOB_X0Y210,IO_L20P_T3_16,125.706,126.970,,,buf_rd_write_data[166],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J34,IOB_X0Y209,IO_L20N_T3_16,132.128,133.456,,,buf_rd_write_data[165],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
