#Top: top_wrapper   Floorplan: impl_1   Part: xc7a200tlffg1156-2L
#Generated by: berkb   on: Fri Aug 23 12:15:25 2024
#Build: Vivado v2020.1   by: xbuild   on: Wed May 27 19:54:35 MDT 2020
#Package Version: FINAL 2012-08-07
#Package Pin Delay Version: VERS. 2.0 2012-08-07

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Voh,DC_BIAS,Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
,AM33,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AN5,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AN12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AN24,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AN30,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP2,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP14,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP16,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP18,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP20,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP22,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP24,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,AP27,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,K16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,K18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,K20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,L15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,L17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,L19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,L21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,M14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,M16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,M18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,N15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,N17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,N19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,P14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,P16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,P18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,R15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,R17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,R19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,T14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,T16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,U15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,U19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,V14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,V16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,W15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,W19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,Y14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,Y16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,Y18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AA15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AA17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AA19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AB14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AB16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AB18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AC15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AC17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AC19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AD14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AD16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AD18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AD20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AD22,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AE15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AE17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AE19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,AE21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,,
,M22,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,N13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,N23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,P12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,P22,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,R13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,R23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,T12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,T22,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,U13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,U23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,V12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,V22,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,W13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,W23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,Y12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,Y22,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,AA13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,AA23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,AB12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,AB22,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,AC13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,AC23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,AD12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,M20,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,N21,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,P20,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,R21,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,T20,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,U21,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,V20,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,W21,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,Y20,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,AA21,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,AB20,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,AC21,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,,
,F24,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D24,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D25,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B27,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A27,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C26,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B26,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B25,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A25,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E26,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D26,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F25,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E25,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C29,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B29,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A28,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A29,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E27,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E28,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C27,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C28,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F28,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F29,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D28,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D29,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E30,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D30,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F30,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E31,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B30,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A30,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D31,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C31,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B31,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A32,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C32,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B32,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F32,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E32,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A33,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A34,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D33,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C33,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C34,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B34,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E33,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D34,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F33,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F34,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F27,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F10,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C11,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B11,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E11,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D11,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B9,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A9,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B10,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A10,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E10,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D10,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D9,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C9,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B7,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B6,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A8,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A7,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F9,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F8,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D8,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C8,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E8,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E7,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C7,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C6,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D6,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D5,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E6,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E5,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B4,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A4,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B5,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A5,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D4,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C4,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F5,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F4,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D3,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C3,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A3,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,A2,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C2,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B2,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,C1,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,B1,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E1,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,D1,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E3,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,E2,,NC,,,,,,,,,,,,,,,,,,,,,,,,
,F7,,NC,,,,,,,,,,,,,,,,,,,,,,,,
